34	78		
1	2	0.994468076	0.224671672
1	3	0.872199316	0.599837892
2	3	0.715681573	0.61873314
1	4	0.499757693	0.546310485
2	4	0.700099566	0.257445994
3	4	0.504584598	0.603868699
1	5	0.544490529	0.609842599
1	6	0.382024603	0.129378072
1	7	0.068813494	0.921256166
5	7	0.643129803	0.876810017
6	7	0.009393628	0.534769859
1	8	0.478039471	0.355902216
2	8	0.252732175	0.460864012
3	8	0.961857268	0.535349771
4	8	0.827698985	0.429958529
1	9	0.996609132	0.136600077
3	9	0.413400432	0.759596721
3	10	0.043628079	0.924521379
1	11	0.200572618	0.971028219
5	11	0.267998045	0.757899363
6	11	0.546947629	0.209434445
1	12	0.520199722	0.184325321
1	13	0.785315077	0.729706543
4	13	0.564395085	0.723353125
1	14	0.58642336	0.880248274
2	14	0.542942118	0.432300634
3	14	0.151013562	0.239279882
4	14	0.828228183	0.304875021
6	17	0.815118183	0.033391993
7	17	0.286672466	0.916678525
1	18	0.401615266	0.934902123
2	18	0.309882335	0.554412646
1	20	0.276647476	0.497864788
2	20	0.383136042	0.326228641
1	22	0.235428793	0.187492129
2	22	0.922932973	0.272633568
24	26	0.334008921	0.777803041
25	26	0.342936335	0.916220744
3	28	0.97767072	0.670612134
24	28	0.492992366	0.968367787
25	28	0.001493105	0.685884999
3	29	0.06240708	0.161373083
24	30	0.401894995	0.789564516
27	30	0.309167827	0.726629346
2	31	0.986237187	0.517041313
9	31	0.56424178	0.367453649
1	32	0.889701479	0.430037184
25	32	0.621205463	0.698780561
26	32	0.528034898	0.004021793
29	32	0.664699766	0.136128937
3	33	0.200308301	0.799851217
9	33	0.77191445	0.987781156
15	33	0.005638729	0.346989055
16	33	0.688165198	0.773373708
19	33	0.913328553	0.258473012
21	33	0.110716661	0.307970609
23	33	0.082704959	0.471663434
24	33	0.238141655	0.351259151
30	33	0.874468733	0.202352788
31	33	0.656749146	0.584262707
32	33	0.803565105	0.679750865
9	34	0.826889255	0.260319668
10	34	0.642880014	0.018801717
14	34	0.845637279	0.384393188
15	34	0.403175034	0.875139425
16	34	0.561990434	0.175650077
19	34	0.472221979	0.192203856
20	34	0.413953055	0.332070038
21	34	0.116869966	0.127748402
23	34	0.465084102	0.859193518
24	34	0.465392157	0.409721999
27	34	0.49800859	0.418342876
28	34	0.423349118	0.929033834
29	34	0.699995244	0.299512154
30	34	0.82237413	0.336591785
31	34	0.829609755	0.866000136
32	34	0.148215115	0.482250731
33	34	0.958142628	0.892713544
