115	613		
1	2	0.765582823	0.532406349
3	4	0.659960552	0.84500447
1	5	0.214275521	0.277089167
4	6	0.97562771	0.351440431
5	6	0.460614984	0.869732638
3	7	0.861186959	0.074640272
7	8	0.444007781	0.010539421
8	9	0.315123896	0.25418456
1	10	0.840652559	0.335164729
5	10	0.889412454	0.747487705
9	10	0.021435119	0.965581425
6	11	0.202852197	0.131580307
4	12	0.232079277	0.821152346
6	12	0.006554261	0.633625253
11	12	0.156534321	0.81249793
3	14	0.116051706	0.116579595
13	14	0.771984435	0.344197807
3	15	0.406693731	0.909817904
13	15	0.629122637	0.118620572
3	16	0.034226896	0.964480927
14	16	0.722459931	0.081130009
15	16	0.930554542	0.867210791
1	17	0.191493046	0.958595704
5	17	0.106863303	0.4165065
10	17	0.233135624	0.7269512
13	18	0.451744838	0.261141391
17	18	0.873717305	0.712485087
13	19	0.112578347	0.871747434
19	20	0.302446589	0.568646622
18	21	0.842595373	0.410514313
8	22	0.641425215	0.654995575
9	22	0.279899567	0.936969918
21	22	0.532138166	0.809783851
8	23	0.701208672	0.490979882
9	23	0.032060227	0.896224597
10	23	0.085071737	0.158198283
22	23	0.78331582	0.700181158
1	24	0.752862335	0.973022276
5	24	0.056181187	0.506743704
10	24	0.493676514	0.760074663
17	24	0.041846657	0.280968671
23	24	0.656258303	0.781463436
12	25	0.891181847	0.703142652
2	26	0.004205043	0.827998081
25	26	0.75816182	0.917106152
4	27	0.439851246	0.781611211
13	27	0.693250887	0.074186255
15	27	0.466264464	0.019923433
2	28	0.366683055	0.778627926
18	28	0.641122568	0.89082493
27	28	0.351709424	0.855392128
5	29	0.739089154	0.121397962
12	29	0.670029427	0.145550225
25	29	0.721239704	0.210413933
20	30	0.403007853	0.856656676
20	31	0.290607579	0.297094366
30	31	0.301725409	0.725770557
19	32	0.473869233	0.560721647
7	33	0.040888108	0.345733191
14	33	0.02542239	0.288085507
16	33	0.750399518	0.890980904
22	33	0.846233581	0.751559158
32	33	0.800070523	0.251282671
1	34	0.864161371	0.503761641
2	34	0.294415292	0.432783368
20	34	0.128096324	0.074384994
26	34	0.504943537	0.549886984
13	35	0.763149701	0.829092398
19	35	0.265951857	0.819594084
27	35	0.009935758	0.461239652
32	35	0.918602084	0.834569341
1	36	0.526464067	0.493493298
20	36	0.332595707	0.42887109
30	36	0.371316016	0.893263189
31	36	0.651849664	0.467264317
35	36	0.973263131	0.973021887
13	37	0.939102027	0.506287994
19	37	0.110367702	0.996814927
20	37	0.036046748	0.772445765
21	37	0.872282112	0.705614033
2	38	0.424843526	0.183036746
26	38	0.179920421	0.78092574
34	38	0.188936545	0.76879942
37	38	0.216957613	0.201102679
13	39	0.910414428	0.942168137
15	39	0.504155784	0.117993891
17	39	0.709543169	0.92215831
19	39	0.9367862	0.048398248
27	39	0.444258216	0.984670454
29	39	0.356343301	0.150456612
7	40	0.927182311	0.199761662
14	40	0.59089195	0.390459133
16	40	0.543424961	0.030181652
33	40	0.077199974	0.444480592
